date,humidity,temp,pressure
19961216-02:00,50,10,1016
19961216-03:00,44,12,1017
19961216-05:00,34,17,1017
19961216-06:00,30,20,1017
19961216-07:00,23,21,1016
19961216-08:00,20,22,1015
19961216-09:00,20,23,1015
19961216-10:00,23,22,1014
19961216-11:00,27,21,1014
19961216-12:00,48,15,1015
19961216-13:00,48,15,1016
19961216-14:00,51,13,1017
19961216-15:00,44,14,1017
19961216-16:00,47,13,1017
19961216-17:00,44,13,1018
19961216-18:00,54,11,1018
19961216-19:00,47,12,1017
19961216-20:00,44,12,1018
19961216-21:00,54,11,-9999
19961216-22:00,66,10,1018
19961216-23:00,76,8,1018
19961217-00:00,81,8,1018
19961217-01:00,76,9,1019
19961217-02:00,62,11,1020
19961217-03:00,45,17,1020
19961217-05:00,33,21,1021
19961217-06:00,35,21,1020
19961217-07:00,27,23,1019
19961217-08:00,25,23,1019
19961217-09:00,25,23,1018
19961217-10:00,20,23,1017
19961217-11:00,28,21,1017
19961217-13:00,52,17,1019
19961217-14:00,63,14,1019
19961217-15:00,41,13,1019
19961217-16:00,67,12,1019
19961217-17:00,67,12,1019
19961217-18:00,76,9,1019
19961217-19:00,76,9,1018
19961217-20:00,82,9,1018
19961217-21:00,81,8,1018
19961217-22:00,76,9,1018
19961217-23:00,87,8,1018
19961218-00:00,None,None,1018
19961218-01:00,81,8,1018
19961218-02:00,None,None,1019
19961218-03:00,62,11,1020
19961218-04:00,45,17,1020
19961218-05:00,55,14,1020
19961218-06:00,45,17,1019
19961218-07:00,35,19,1018
19961218-08:00,30,20,1017
19961218-09:00,30,20,1016
19961218-10:00,30,20,1016
19961218-11:00,35,19,1016
19961218-12:00,42,16,1017
19961218-13:00,51,14,1017
19961218-14:00,54,13,1018
19961218-15:00,67,11,1019
19961218-16:00,71,10,1019
19961218-17:00,67,11,1019
19961218-18:00,71,10,1019
19961218-19:00,81,8,1019
19961218-20:00,76,9,1019
19961218-21:00,81,8,1019
19961218-22:00,87,7,1019
19961218-23:00,87,7,1019
19961219-01:00,81,7,1019
19961219-03:00,66,9,1021
19961219-05:00,51,15,1021
19961219-06:00,42,18,1021
19961219-07:00,37,19,1019
19961219-08:00,37,19,1018
19961219-09:00,37,20,1018
19961219-10:00,37,20,1018
19961219-11:00,45,18,1018
19961219-12:00,51,15,1018
19961219-13:00,63,14,1018
19961219-14:00,55,14,1019
19961219-15:00,72,12,1019
19961219-16:00,76,10,1019
19961219-18:00,76,10,1019
19961219-19:00,71,10,1019
19961219-20:00,87,8,1019
19961219-21:00,82,9,1019
19961219-22:00,87,8,1019
19961219-23:00,93,7,1019
19961220-00:00,93,7,1020
19961220-01:00,87,8,1020
19961220-05:00,72,13,1021
19961220-06:00,63,16,1020
19961220-08:00,56,19,1018
19961220-10:00,56,19,1018
19961220-11:00,68,17,1018
19961220-12:00,77,15,1018
19961220-13:00,82,14,1019
19961220-14:00,88,13,1019
19961220-15:00,88,13,1019
19961220-16:00,88,13,1020
19961220-17:00,88,13,1020
19961220-18:00,88,12,1019
19961220-19:00,88,12,1019
19961220-20:00,94,10,1019
19961220-21:00,94,10,1020
19961220-22:00,94,10,1020
19961220-23:00,100,10,1020
19961221-00:00,None,10,1020
19961221-01:00,None,10,1020
19961221-02:00,87,10,1021
19961221-03:00,82,13,1021
19961221-04:00,72,15,1021
19961221-05:00,72,15,1021
19961221-06:00,48,17,1020
19961221-07:00,50,22,1019
19961221-08:00,41,23,1019
19961221-09:00,44,23,1018
19961221-10:00,47,23,1018
19961221-11:00,50,22,1018
19961221-12:00,64,19,1018
19961221-13:00,72,17,1019
19961221-14:00,64,18,1019
19961221-15:00,68,17,1019
19961221-16:00,68,17,1020
19961221-17:00,64,18,1020
19961221-18:00,59,18,1019
19961221-19:00,59,16,1019
19961221-20:00,67,15,1019
19961221-21:00,72,14,1019
19961221-22:00,76,9,1019
19961221-23:00,71,8,1019
19961222-00:00,71,7,1020
19961222-01:00,70,6,1020
19961222-02:00,87,5,1021
19961222-03:00,87,9,1022
19961222-04:00,72,12,1023
19961222-05:00,59,15,1023
19961222-07:00,46,19,1020
19961222-08:00,33,20,1019
19961222-09:00,31,21,1019
19961222-10:00,40,20,1018
19961222-11:00,43,19,1018
19961222-12:00,52,17,1018
19961222-13:00,63,14,1019
19961222-14:00,63,14,1019
19961222-15:00,63,13,1019
19961222-16:00,72,13,1020
19961222-17:00,76,11,1020
19961222-18:00,71,11,1020
19961222-19:00,82,9,1020
19961222-20:00,87,9,1019
19961222-21:00,87,9,-9999
19961222-22:00,87,9,1019
19961222-23:00,82,9,1019
19961223-00:00,82,9,1019
19961223-01:00,71,10,1020
19961223-02:00,67,11,1020
19961223-03:00,None,None,1021
19961223-04:00,62,11,1022
19961223-05:00,93,8,1018
19961223-06:00,55,15,1020
19961223-07:00,48,17,1019
19961223-08:00,52,18,1019
19961223-09:00,56,18,1018
19961223-10:00,56,18,1018
19961223-11:00,59,17,1018
19961223-12:00,67,15,1018
19961223-13:00,72,14,1018
19961223-14:00,77,13,-9999
19961223-15:00,77,13,1019
19961223-16:00,82,11,1020
19961223-17:00,82,11,1019
19961223-18:00,82,11,1019
19961223-19:00,82,10,1019
19961223-20:00,87,9,1019
19961224-00:00,100,8,1018
19961224-01:00,93,8,1018
19961224-02:00,87,9,1019
19961224-03:00,87,10,1019
19961224-04:00,67,13,1020
19961224-05:00,55,16,1020
19961224-06:00,49,18,1019
19961224-07:00,40,20,1018
19961224-08:00,38,21,1017
19961224-09:00,33,22,1016
19961224-10:00,29,22,1016
19961224-11:00,37,20,1016
19961224-12:00,42,18,1016
19961224-13:00,None,None,1017
19961224-14:00,59,14,1018
19961224-15:00,59,14,1018
19961224-16:00,58,13,1018
19961224-17:00,67,13,1018
19961224-18:00,67,13,1018
19961224-19:00,67,13,1017
19961224-20:00,72,12,1017
19961224-21:00,67,11,1017
19961224-22:00,66,10,1017
19961224-23:00,71,10,1016
19961225-00:00,71,10,1017
19961225-01:00,87,10,1018
19961225-02:00,82,11,1018
19961225-03:00,59,16,1079
19961225-04:00,56,18,1020
19961225-05:00,40,21,1020
19961225-06:00,38,22,1019
19961225-08:00,33,23,1018
19961225-09:00,31,22,1017
19961225-10:00,23,22,1017
19961225-11:00,31,21,1017
19961225-12:00,49,18,1017
19961225-15:00,72,15,1018
19961225-16:00,88,13,1019
19961225-17:00,88,13,1019
19961225-18:00,88,13,1018
19961225-19:00,94,12,1018
19961225-20:00,94,12,1018
19961225-21:00,94,11,1018
19961225-22:00,94,12,1018
19961225-23:00,100,11,1018
19961226-00:00,100,10,1018
19961226-01:00,100,10,-9999
19961226-02:00,None,None,1019
19961226-04:00,77,16,1020
19961226-05:00,60,19,1020
19961226-07:00,None,None,1018
19961226-08:00,50,23,1017
19961226-09:00,50,23,1016
19961226-10:00,50,23,1016
19961226-11:00,53,22,1016
19961226-12:00,64,19,1016
19961226-13:00,72,17,1017
19961226-14:00,68,18,1017
19961226-15:00,68,17,1018
19961226-16:00,68,17,1018
19961226-17:00,72,16,1018
19961226-18:00,88,15,1018
19961226-19:00,94,13,1018
19961226-20:00,94,13,1018
19961226-21:00,100,12,1018
19961226-22:00,100,11,1018
19961226-23:00,88,11,1018
19961227-00:00,100,10,1019
19961227-02:00,100,11,1020
19961227-03:00,94,12,1021
19961227-05:00,68,16,1021
19961227-06:00,52,19,1020
19961227-07:00,46,20,1019
19961227-08:00,43,21,1019
19961227-09:00,43,21,1018
19961227-10:00,46,21,1018
19961227-11:00,49,20,1018
19961227-12:00,63,17,1018
19961227-13:00,68,16,1019
19961227-14:00,67,15,1019
19961227-15:00,72,14,1020
19961227-16:00,77,13,1020
19961227-17:00,77,13,1020
19961227-18:00,88,11,1020
19961227-19:00,77,12,1019
19961227-20:00,87,10,1019
19961227-21:00,82,11,1019
19961227-22:00,100,9,1018
19961228-00:00,100,9,1018
19961228-01:00,87,9,1019
19961228-03:00,76,11,1020
19961228-04:00,77,14,1021
19961228-05:00,59,16,1021
19961228-07:00,49,20,1019
19961228-08:00,43,21,1018
19961228-09:00,46,21,1018
19961228-10:00,43,21,1018
19961228-11:00,46,20,1017
19961228-12:00,56,18,1018
19961228-13:00,72,16,1018
19961228-14:00,67,15,1018
19961228-15:00,67,15,1019
19961228-16:00,72,14,1019
19961228-17:00,77,12,1019
19961228-18:00,94,11,1018
19961228-19:00,94,11,1018
19961228-20:00,94,11,1018
19961228-21:00,82,11,1018
19961228-22:00,82,11,1018
19961228-23:00,82,11,1018
19961229-01:00,82,10,1019
19961229-02:00,71,11,1020
19961229-03:00,67,13,1020
19961229-04:00,59,15,1021
19961229-05:00,52,18,1021
19961229-06:00,49,19,1020
19961229-07:00,46,20,1019
19961229-08:00,43,21,1018
19961229-09:00,38,22,1018
19961229-11:00,43,21,1018
19961229-12:00,56,18,1018
19961229-13:00,63,16,1018
19961229-14:00,67,15,1018
19961229-15:00,72,14,1019
19961229-16:00,77,13,1019
19961229-17:00,72,14,1019
19961229-18:00,77,13,1018
19961229-19:00,77,13,1018
19961229-20:00,88,11,1018
19961229-21:00,88,11,1018
19961229-22:00,94,10,1018
19961229-23:00,94,10,1018
19961230-00:00,87,10,1019
19961230-01:00,87,10,1019
19961230-02:00,82,11,1020
19961230-03:00,63,14,1020
19961230-04:00,55,16,1021
19961230-05:00,46,19,1021
19961230-06:00,43,21,1020
19961230-07:00,38,21,1019
19961230-09:00,35,22,1018
19961230-10:00,35,22,1018
19961230-11:00,40,21,1018
19961230-12:00,None,None,1018
19961230-13:00,63,16,1019
19961230-14:00,67,15,1019
19961230-15:00,77,14,1020
19961230-16:00,77,13,1020
19961230-17:00,77,13,1020
19961230-18:00,77,13,1020
19961230-19:00,82,12,1020
19961230-20:00,88,11,1020
19961230-21:00,88,11,1019
19961230-22:00,82,11,1019
19961230-23:00,94,10,1019
19961231-00:00,94,10,1020
19961231-01:00,88,11,1020
19961231-02:00,82,11,1021
19961231-03:00,67,13,1022
19961231-04:00,63,15,1022
19961231-05:00,56,18,1022
19961231-06:00,52,20,1021
19961231-08:00,46,21,1019
19961231-09:00,49,21,1019
19961231-10:00,49,21,1019
19961231-11:00,56,20,1019
19961231-12:00,64,18,1019
19961231-13:00,77,16,1020
19961231-14:00,82,15,1020
19961231-15:00,88,14,1021
19961231-16:00,88,13,1021
19961231-17:00,94,13,1021
19961231-18:00,None,None,1021
19961231-19:00,94,12,1020
19961231-20:00,100,11,1020
19961231-21:00,100,10,-9999
19961231-22:00,100,9,1020
19961231-23:00,100,9,1019
19970101-00:00,100,9,1020
19970101-01:00,100,9,1020
19970101-02:00,93,9,1021
19970101-03:00,None,None,-9999
19970101-04:00,88,12,1022
19970101-06:00,72,17,1021
19970101-07:00,64,19,1020
19970101-08:00,56,21,1019
19970101-09:00,46,21,1019
19970101-10:00,53,21,1018
19970101-11:00,56,20,1019
19970101-12:00,68,18,1019
19970101-13:00,77,16,1019
19970101-14:00,82,15,1020
19970101-15:00,88,14,1020
19970101-16:00,88,13,1020
19970101-17:00,88,13,1020
19970101-18:00,88,13,1019
19970101-19:00,94,12,1019
19970101-20:00,100,10,1019
19970101-21:00,100,10,1018
19970101-22:00,100,9,1018
19970101-23:00,100,9,1018
19970102-00:00,100,9,1018
19970102-01:00,100,8,1018
19970102-02:00,100,9,1019
19970102-03:00,94,10,1020
19970102-04:00,88,12,1020
19970102-05:00,72,15,1020
19970102-06:00,72,17,1019
19970102-07:00,64,19,1017
19970102-08:00,52,20,1016
19970102-09:00,49,21,1016
19970102-10:00,52,20,1015
19970102-11:00,60,19,1015
19970102-12:00,63,17,1015
19970102-13:00,77,14,1016
19970102-14:00,77,14,1016
19970102-16:00,88,12,1017
19970102-17:00,94,11,1017
19970102-18:30,94,11,1016
19970102-19:00,100,10,1016
19970102-20:00,100,10,-9999
19970102-21:00,100,10,-9999
19970102-22:00,100,9,1016
19970102-23:00,100,9,1016
19970103-00:00,100,9,1016
19970103-01:00,100,9,1016
19970103-02:00,100,10,1017
19970103-03:00,94,12,1017
19970103-04:00,77,14,1018
19970103-05:00,72,16,1018
19970103-06:00,56,19,1018
19970103-07:00,56,19,1016
19970103-08:00,46,20,1016
19970103-09:00,46,21,1015
19970103-10:00,40,21,1015
19970103-11:00,49,19,1015
19970103-12:00,56,18,1015
19970103-13:00,67,15,1016
19970103-15:00,77,14,1017
19970103-17:00,67,14,1017
19970103-19:00,88,12,1017
19970103-22:00,88,12,1016
19970103-23:00,88,11,1016
19970104-00:00,94,11,1016
19970104-01:00,94,11,1017
19970104-02:00,88,12,1016
19970104-03:00,88,14,1019
19970104-04:00,68,17,1019
19970104-05:00,52,19,1019
19970104-06:00,52,20,1018
19970104-07:00,49,20,1017
19970104-08:00,53,21,1016
19970104-09:00,46,21,1016
19970104-10:00,40,21,1015
19970104-11:00,49,20,1016
19970104-12:00,52,18,-9999
19970104-13:00,67,15,1016
19970104-14:00,77,15,1016
19970104-15:00,72,15,1017
19970104-16:00,72,16,1017
19970104-18:00,77,15,1017
19970104-19:00,88,13,1016
19970104-20:00,88,13,1017
19970104-21:00,94,12,1016
19970104-23:00,100,11,-9999
19970105-00:00,100,11,1016
19970105-01:00,94,11,1017
19970105-02:00,88,12,1018
19970105-03:00,82,14,1018
19970105-04:00,68,17,1019
19970105-05:00,56,20,1019
19970105-07:00,38,21,1018
19970105-08:00,35,22,1017
19970105-09:00,31,22,1016
19970105-10:00,31,22,1016
19970105-11:00,33,21,1016
19970105-13:00,55,16,1017
19970105-14:00,59,16,1018
19970105-16:00,72,14,1019
19970105-17:00,82,13,1019
19970105-18:00,82,12,1019
19970105-19:00,88,11,1019
19970105-20:00,88,11,1019
19970105-21:00,94,10,1019
19970105-22:00,100,9,1019
19970105-23:00,100,9,1019
19970106-00:00,93,9,1019
19970106-01:00,100,9,1020
19970106-02:00,None,None,1019
19970106-04:00,94,12,1022
19970106-05:00,72,16,1022
19970106-06:00,72,17,1021
19970106-07:00,60,19,1020
19970106-08:00,49,19,1019
19970106-09:00,46,20,1019
19970106-10:00,46,20,1019
19970106-11:00,68,18,1019
19970106-12:00,82,16,1019
19970106-13:00,88,14,1019
19970106-14:00,82,14,1020
19970106-15:00,94,13,1020
19970106-16:00,94,13,1020
19970106-18:00,100,11,1020
19970106-19:00,100,10,1020
19970106-20:00,100,10,1019
19970106-22:00,100,8,1019
19970106-23:00,100,8,1019
19970107-00:00,100,7,1019
19970107-01:00,100,7,1020
19970107-02:00,100,7,1021
19970107-03:00,100,9,1021
19970107-04:00,88,11,1022
19970107-05:00,72,15,1022
19970107-06:00,52,17,1022
19970107-07:00,49,19,1021
19970107-08:00,37,19,1020
19970107-09:00,33,20,1019
19970107-10:00,33,20,1019
19970107-11:00,35,19,1020
19970107-12:00,45,16,1020
19970107-13:00,55,14,1020
19970107-14:00,59,14,1021
19970107-15:00,63,13,1021
19970107-16:00,71,11,1022
19970107-17:00,71,11,-9999
19970107-18:00,71,11,1022
19970107-19:00,82,9,1022
19970107-20:00,82,9,1021
19970107-21:00,87,8,1021
19970107-22:00,82,9,1021
19970107-23:00,87,7,1021
19970108-00:00,93,7,1021
19970108-01:00,93,7,1022
19970108-03:00,76,9,1023
19970108-04:00,72,12,10124
19970108-05:00,63,15,1024
19970108-06:00,45,17,1023
19970108-07:00,42,18,1022
19970108-08:00,40,19,1021
19970108-09:00,35,20,1021
19970108-10:00,37,19,1020
19970108-11:00,73,18,1020
19970108-12:00,45,17,1020
19970108-13:00,58,13,1021
19970108-14:00,58,13,1021
19970108-15:00,55,14,1021
19970108-16:00,67,12,1021
19970108-17:00,71,11,1021
19970108-18:00,62,12,1021
19970108-19:00,76,9,1021
19970108-20:00,87,8,1021
19970108-21:00,87,8,1020
19970109-00:00,93,7,1020
19970109-01:00,93,7,1021
19970109-02:00,100,7,1022
19970109-03:00,87,9,1022
19970109-04:00,67,12,1023
19970109-05:00,63,14,1023
19970109-06:00,55,16,1023
19970109-07:00,49,18,1021
19970109-08:00,46,19,1020
19970109-09:00,40,19,1020
19970109-10:00,46,19,1020
19970109-11:00,49,18,1020
19970109-12:00,52,17,1020
19970109-13:00,59,15,1021
19970109-14:00,72,13,1021
19970109-15:00,67,13,1022
19970109-16:00,76,11,1022
19970109-17:00,82,11,1022
19970109-18:00,82,12,1021
19970109-19:00,82,11,1021
19970109-20:00,88,11,1021
19970109-21:00,87,10,1020
19970109-22:00,93,8,1020
19970109-23:00,93,7,1020
19970110-00:00,100,7,1020
19970110-01:00,100,8,1020
19970110-03:00,87,9,1021
19970110-04:00,72,12,1022
19970110-05:00,63,14,1022
19970110-06:00,52,17,1021
19970110-07:00,49,18,1020
19970110-08:00,37,19,1020
19970110-09:00,46,19,1019
19970110-10:00,40,19,1018
19970110-11:00,45,18,1018
19970110-12:00,59,15,1019
19970110-13:00,63,14,1019
19970110-14:21,72,13,1020
19970110-15:00,72,13,1020
19970110-16:00,67,13,1020
19970110-17:00,77,12,1020
19970110-18:00,82,10,1020
19970110-19:00,82,10,1020
19970110-20:00,87,9,1019
19970110-21:00,100,8,1019
19970110-22:00,93,8,1019
19970111-00:00,87,8,1020
19970111-01:00,81,8,1020
19970111-02:00,93,7,1020
19970111-03:00,87,9,1021
19970111-04:00,67,12,1022
19970111-05:00,59,15,1022
19970111-06:00,52,17,-9999
19970111-07:00,52,18,1020
19970111-08:00,43,19,1019
19970111-09:00,43,19,1019
19970111-10:00,43,19,1019
19970111-11:00,45,18,1019
19970111-12:00,59,15,1019
19970111-13:00,63,14,1019
19970111-14:00,63,14,1020
19970111-15:00,63,14,1020
19970111-16:00,76,11,1020
19970111-17:00,76,11,1020
19970111-18:00,87,9,1019
19970111-19:00,82,9,1019
19970111-21:00,87,9,1019
19970111-22:00,93,8,1019
19970112-03:00,87,9,1021
19970112-04:00,72,12,1022
19970112-05:00,67,14,1022
19970112-06:00,55,16,1021
19970112-07:00,52,17,-9999
19970112-08:00,49,18,1019
19970112-09:00,43,19,1019
19970112-10:00,49,19,1019
19970112-11:00,56,18,1018
19970112-12:00,63,16,1019
19970112-13:00,72,14,1019
19970112-14:00,67,14,1019
19970112-15:00,77,12,1020
19970112-16:00,87,10,1019
19970112-17:00,82,11,1020
19970112-18:00,93,9,1019
19970112-19:00,93,9,1019
19970112-20:00,93,7,1018
19970112-21:00,100,7,1018
19970112-22:00,100,6,-9999
19970112-23:00,100,6,1018
19970113-00:00,100,6,1018
19970113-02:00,93,6,1019
19970113-03:00,87,8,1020
19970113-04:00,76,11,1020
19970113-05:00,63,14,1021
19970113-06:00,48,16,1020
19970113-07:00,45,18,1019
19970113-11:00,40,18,1016
19970113-12:00,45,17,1016
19970113-13:00,55,15,1017
19970113-14:00,67,13,1017
19970113-15:00,76,11,1018
19970113-16:00,82,10,1018
19970113-17:00,87,9,1018
19970113-18:00,87,9,1018
19970113-19:00,93,8,1018
19970113-20:00,87,9,-9999
19970113-21:00,100,7,1017
19970113-23:00,None,None,1017
19970114-00:00,100,5,1017
19970114-01:00,100,5,1018
19970114-02:00,100,6,1018
19970114-03:00,100,7,1019
19970114-04:00,71,10,1020
19970114-05:00,72,13,1020
19970114-06:00,None,None,-9999
19970114-07:00,48,17,1018
19970114-08:00,37,19,1017
19970114-09:00,35,19,1017
19970114-10:00,32,19,1016
19970114-11:00,42,18,1016
19970114-12:00,55,16,1016
19970114-13:00,67,13,1016
19970114-14:00,72,12,1017
19970114-15:00,76,11,1017
19970114-16:00,76,11,1018
19970114-17:00,82,10,1018
19970114-18:00,82,10,1017
19970114-19:00,93,9,1017
19970114-20:00,93,9,1017
19970114-21:00,None,None,1017
19970114-22:00,93,7,1017
19970114-23:00,93,7,1016
19970115-00:00,93,7,1017
19970115-01:00,93,7,1017
19970115-02:00,93,7,1018
19970115-03:00,93,9,1019
19970115-04:00,82,11,1020
19970115-05:00,67,15,1020
19970115-07:00,40,18,1019
19970115-08:00,37,19,1016
19970115-09:00,35,20,1017
19970115-10:00,40,20,1016
19970115-11:00,43,19,1017
19970115-12:00,49,18,1017
19970115-13:00,59,15,1017
19970115-14:00,67,13,1018
19970115-15:00,67,13,1018
19970115-16:00,76,11,1018
19970115-17:00,76,11,1018
19970115-18:00,82,10,1018
19970115-19:00,87,9,1019
19970115-20:00,87,9,1018
19970115-21:00,100,7,1018
19970115-22:00,93,8,1017
19970115-23:00,100,6,1017
19970116-01:00,100,6,1018
19970116-02:00,100,6,1019
19970116-03:00,87,8,1020
19970116-04:00,87,10,1021
19970116-05:00,67,14,1020
19970117-00:00,93,8,-9999
19970117-01:00,100,8,1018
19970117-02:00,93,8,1019
19970117-03:00,76,10,1019
19970117-04:00,67,13,1020
19970117-05:00,63,15,1020
19970117-06:00,59,17,1019
19970117-07:00,52,18,1018
19970117-08:00,43,19,1017
19970117-09:00,40,20,-9999
19970117-10:00,33,20,1016
19970117-11:00,40,19,1016
19970117-12:00,48,16,1016
19970117-13:00,59,15,1017
19970117-14:00,67,12,1018
19970117-15:00,67,12,1018
19970117-16:00,71,11,1019
19970117-17:00,67,11,1019
19970117-18:00,67,11,1019
19970117-19:00,76,10,1018
19970117-20:00,82,9,1018
19970117-21:00,87,8,1018
19970117-22:00,87,8,1018
19970117-23:00,87,8,1018
19970118-00:00,87,7,1018
19970118-01:00,76,9,1019
19970118-02:00,66,10,1019
19970118-03:00,62,12,1020
19970118-04:00,48,15,1020
19970118-05:00,34,18,1020
19970118-06:00,40,19,1019
19970118-07:00,33,21,1018
19970118-08:00,20,22,1017
19970118-09:00,19,22,1016
19970118-10:00,19,22,1015
19970118-11:00,21,21,1015
19970118-12:00,37,18,1015
19970118-13:00,48,16,1015
19970118-14:00,51,15,1016
19970118-15:00,55,14,1016
19970118-16:00,48,15,1016
19970118-18:00,54,13,1015
19970118-19:00,54,13,1015
19970118-21:00,58,13,1012
19970119-00:00,94,11,1012
19970119-01:00,100,11,-9999
19970119-02:00,100,11,1012
19970119-03:00,88,12,1013
19970119-04:00,88,12,1013
19970119-05:00,88,12,1012
19970119-06:00,88,13,1010
19970119-07:00,77,13,1009
19970119-08:00,82,14,1009
19970119-09:00,63,15,1008
19970119-10:00,72,14,1008
19970119-11:00,94,13,1008
19970119-12:00,94,13,1009
19970119-13:00,94,13,1010
19970119-14:00,88,13,1010
19970119-15:00,88,13,1011
19970119-16:00,94,12,1011
19970119-17:00,94,12,1011
19970119-18:00,88,12,1011
19970119-19:00,100,10,1011
19970119-20:00,100,11,1011
19970119-21:00,100,11,1010
19970119-22:00,100,11,1010
19970119-23:00,100,11,1010
19970120-00:00,100,11,-9999
19970120-02:00,100,10,1012
19970120-03:00,100,11,1013
19970120-04:00,100,13,1013
19970120-05:00,88,14,1013
19970120-06:00,77,15,1013
19970120-07:00,82,15,1012
19970120-08:00,67,15,1012
19970120-09:00,63,16,1011
19970121-00:00,100,9,1014
19970121-01:00,100,9,1015
19970121-02:00,100,8,1016
19970121-03:00,100,9,1017
19970121-04:00,100,10,1017
19970121-05:00,88,13,1018
19970121-06:00,63,15,1017
19970121-07:00,63,16,1017
19970121-08:00,77,15,1016
19970121-09:00,77,14,1016
19970121-10:00,77,15,1016
19970121-11:00,77,14,1016
19970121-12:00,88,13,1017
19970121-13:00,88,12,1017
19970121-14:00,94,12,1018
19970121-15:00,100,11,1019
19970121-16:00,100,10,1019
19970121-17:00,100,10,1019
19970121-18:00,100,11,1019
19970121-19:00,100,10,1018
19970121-20:00,100,9,101
19970121-21:00,100,8,1018
19970121-22:00,100,6,1018
19970121-23:00,100,7,1018
19970122-00:00,100,6,1018
19970122-01:00,82,11,1019
19970122-02:00,100,7,1018
19970122-03:00,100,9,1020
19970122-04:00,100,8,1020
19970122-05:00,100,8,1021
19970122-06:00,94,10,1020
19970122-07:00,77,13,1019
19970122-08:00,72,14,1019
19970122-09:00,67,14,1017
19970122-10:00,63,15,1017
19970122-11:00,63,14,1017
19970122-12:00,72,13,1017
19970122-13:00,82,11,1018
19970122-14:00,94,10,1018
19970122-15:00,100,9,1018
19970122-16:00,100,9,1018
19970122-17:00,100,8,1018
